Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW    113.4328
Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - MONTHLY IDCW    114.3362
Aditya Birla Sun Life Banking & PSU Debt Fund  - Direct - Quarterly IDCW    112.4155
Aditya Birla Sun Life Banking & PSU Debt Fund  - REGULAR - IDCW    160.3849
Aditya Birla Sun Life Banking & PSU Debt Fund  - REGULAR - MONTHLY IDCW    110.9618
Aditya Birla Sun Life Banking & PSU Debt Fund  - REGULAR - Quarterly IDCW    109.208
Aditya Birla Sun Life Banking & PSU Debt Fund  - retail - monthly IDCW    110.8214
Aditya Birla Sun Life Banking & PSU Debt Fund  - retail - quarterly IDCW    111.9856
BANDHAN Banking & PSU Debt Fund - Direct IDCW    11.5262
BANDHAN Banking & PSU Debt Fund - Direct Monthly IDCW    10.4369
BANDHAN Banking & PSU Debt Fund - Direct Quarterly IDCW    10.7632
BANDHAN Banking & PSU Debt Fund - Regular Annual IDCW    11.2622
BANDHAN Banking & PSU Debt Fund - Regular Daily IDCW    10.8738
BANDHAN Banking & PSU Debt Fund - Regular Fortnightly IDCW    10.6131
BANDHAN Banking & PSU Debt Fund - Regular Growth    21.4117
BANDHAN Banking & PSU Debt Fund - Regular IDCW    11.5622
BANDHAN Banking & PSU Debt Fund - Regular Monthly IDCW    10.6800
BANDHAN Banking & PSU Debt Fund - Regular Quarterly IDCW    10.6713
Baroda BNP Paribas Banking and PSU Bond Fund -Direct Plan-Monthly IDCW Option    10.1580
Baroda BNP Paribas Banking and PSU Bond Fund- Direct Plan -Growth Option    11.0639
Baroda BNP Paribas Banking and PSU Bond Fund-Direct plan-Quarterly IDCW Option    10.2767
Baroda BNP Paribas Banking and PSU Bond Fund-Regular Plan -Growth Option    10.9438
Baroda BNP Paribas Banking and PSU Bond Fund-Regular Plan -Monthly IDCW Option    10.1150
Baroda BNP Paribas Banking and PSU Bond Fund-Regular Plan-Quarterly IDCW Option    10.1742
Canara Robeco Banking and PSU Debt Fund- Direct Plan- Growth Option    10.5672
Canara Robeco Banking and PSU Debt Fund- Direct Plan- IDCW Payout    10.3054
Canara Robeco Banking and PSU Debt Fund- Regular Plan- Growth Option    10.5382
Canara Robeco Banking and PSU Debt Fund- Regular Plan- IDCW (Payout/ Reinvestment)    10.2769
DSP Banking & PSU Debt Fund - Direct Plan - Growth    21.3958
DSP Banking & PSU Debt Fund - Direct Plan - IDCW    10.4776
DSP Banking & PSU Debt Fund - Direct Plan - IDCW - Daily Reinvest    10.1542
DSP Banking & PSU Debt Fund - Direct Plan - IDCW - Monthly    10.2315
DSP Banking & PSU Debt Fund - Direct Plan - IDCW - Quarterly     10.2288
DSP Banking & PSU Debt Fund - Direct Plan - IDCW - Weekly    10.1542
DSP Banking & PSU Debt Fund - Regular Plan - Growth    20.7684
DSP Banking & PSU Debt Fund - Regular Plan - IDCW    10.4671
DSP Banking & PSU Debt Fund - Regular Plan - IDCW - Daily Reinvest    10.1542
DSP Banking & PSU Debt Fund - Regular Plan - IDCW - Monthly    10.2240
DSP Banking & PSU Debt Fund - Regular Plan - IDCW - Quarterly     10.2251
DSP Banking & PSU Debt Fund - Regular Plan - IDCW - Weekly    10.1542
Edelweiss Banking and PSU Debt Fund - Direct Plan - Growth Option    21.8986
Edelweiss Banking and PSU Debt Fund - Direct Plan - IDCW Option    18.1217
Edelweiss Banking and PSU Debt Fund - Direct Plan Fortnightly - IDCW Option    14.5265
Edelweiss Banking and PSU Debt Fund - Direct Plan Monthly - IDCW Option    10.881
Edelweiss Banking and PSU Debt Fund - Direct Plan weekly - IDCW Option    10.5243
Edelweiss Banking and PSU Debt Fund - Regular Plan - Growth Option    21.2572
Edelweiss Banking and PSU Debt Fund - Regular Plan - IDCW Option    17.4979
Edelweiss Banking and PSU Debt Fund - Regular Plan Fortnightly - IDCW Option    14.1466
Edelweiss Banking and PSU Debt Fund - Regular Plan Monthly - IDCW Option    11.1238
Edelweiss Banking and PSU Debt Fund - Regular Plan Weekly - IDCW Option    10.119
Franklin India Banking & PSU Debt Fund - Direct - Growth    20.2159
Franklin India Banking & PSU Debt Fund - Growth    19.4720
Franklin India Banking and PSU Debt Fund - Direct - IDCW     10.9300
Franklin India Banking and PSU Debt Fund - IDCW     10.3927
HDFC Banking and PSU Debt Fund - Growth Option    19.9217
HDFC Banking and PSU Debt Fund - Growth Option - Direct Plan    20.5906
HDFC Banking and PSU Debt Fund - IDCW Option    10.1403
HDFC Banking and PSU Debt Fund - IDCW Option - Direct Plan    10.0308
HSBC Banking and PSU Debt Fund - Direct Daily IDCW    11.1855
HSBC Banking and PSU Debt Fund - Direct Growth    22.0947
HSBC Banking and PSU Debt Fund - Direct Monthly IDCW    11.2870
HSBC Banking and PSU Debt Fund - Direct Weekly IDCW    10.3443
HSBC Banking and PSU Debt Fund - Regular Daily IDCW    11.1107
HSBC Banking and PSU Debt Fund - Regular Growth    21.1268
HSBC Banking and PSU Debt Fund - Regular Monthly IDCW    10.7300
HSBC Banking and PSU Debt Fund - Regular Weekly IDCW    10.3169
ICICI Prudential Banking and PSU Debt Fund -  Daily IDCW    10.0549
ICICI Prudential Banking and PSU Debt Fund -  Weekly IDCW    10.2427
ICICI Prudential Banking and PSU Debt Fund - Bonus    15.8889
ICICI Prudential Banking and PSU Debt Fund - Direct Plan -  Daily IDCW    10.2538
ICICI Prudential Banking and PSU Debt Fund - Direct Plan -  Growth    29.3370
ICICI Prudential Banking and PSU Debt Fund - Direct Plan -  Quarterly IDCW    12.6731
ICICI Prudential Banking and PSU Debt Fund - Direct Plan -  Weekly IDCW    10.3708
ICICI Prudential Banking and PSU Debt Fund - Direct Plan Bonus    13.8665
ICICI Prudential Banking and PSU Debt Fund - Direct Plan Half Yearly IDCW Option    13.1098
ICICI Prudential Banking and PSU Debt Fund - Growth    28.3221
ICICI Prudential Banking and PSU Debt Fund - Quarterly IDCW    10.7417
ICICI Prudential Banking and PSU Debt Fund Half Yearly IDCW Option    12.9261
ICICI Prudential Banking and PSU Debt Fund Retail Daily Dividend    10.0122
ICICI Prudential Banking and PSU Debt Fund Retail Growth    21.631
ICICI Prudential Banking and PSU Debt Fund Retail Weekly Dividend    10.3305
Invesco India Banking & PSU Debt Fund - Daily IDCW (Reinvestment)    1010.2085
Invesco India Banking & PSU Debt Fund - Direct Plan -  Growth Option    2080.2995
Invesco India Banking & PSU Debt Fund - Direct Plan - Daily IDCW (Reinvestment)    1031.0862
Invesco India Banking & PSU Debt Fund - Direct Plan - Monthly IDCW (Payout / Reinvestment)    1010.6274
Invesco India Banking & PSU Debt Fund - Growth Option    1954.7065
Invesco India Banking & PSU Debt Fund - Monthly IDCW (Payout / Reinvestment)    1030.6106
ITI Banking & PSU Debt Fund - Direct Plan - Growth Option    11.5260
ITI Banking & PSU Debt Fund - Direct Plan - IDCW Option    11.5260
ITI Banking & PSU Debt Fund - Regular Plan - Growth Option    11.3500
ITI Banking & PSU Debt Fund - Regular Plan - IDCW Option    11.3500
Kotak Banking and PSU Debt - Annual Dividend    16.1842
Kotak Banking and PSU Debt - Daily Dividend Reinvestment    10.188
Kotak Banking and PSU Debt - Direct Daily Dividend Reinvestment    10.2604
Kotak Banking and PSU Debt - Growth    56.5713
Kotak Banking and PSU Debt - Monthly Payout of Income Distribution cum capital withdrawal option    10.6284
Kotak Banking and PSU Debt Direct - Annual Dividend    17.1427
Kotak Banking and PSU Debt Direct - Growth    58.5071
Kotak Banking and PSU Debt Direct - Monthly Payout of Income Distribution cum capital withdrawal option    10.3096
LIC MF Banking & PSU Debt Fund-Direct Plan-Daily IDCW    13.041
LIC MF Banking & PSU Debt Fund-Direct Plan-Growth    32.2304
LIC MF Banking & PSU Debt Fund-Direct Plan-Monthly IDCW    12.1384
LIC MF Banking & PSU Debt Fund-Direct Plan-Weekly IDCW    10.0511
LIC MF Banking & PSU Debt Fund-Regular Plan-Daily IDCW    10.8854
LIC MF Banking & PSU Debt Fund-Regular Plan-Growth    30.17
LIC MF Banking & PSU Debt Fund-Regular Plan-Monthly IDCW    11.2915
LIC MF Banking & PSU Debt Fund-Regular Plan-Weekly IDCW    10.0486
Mirae Asset Banking and PSU Debt Fund Direct Growth    11.4159
Mirae Asset Banking and PSU Debt Fund Direct IDCW    11.4154
Mirae Asset Banking and PSU Debt Fund Regular Growth Plan    11.2626
Mirae Asset Banking and PSU Debt Fund Regular IDCW    11.2636
Nippon India Banking  & PSU Debt Fund- Direct Plan-Growth Plan- Bonus Option    18.5127
Nippon India Banking  & PSU Debt Fund- Direct Plan-Growth Plan- Growth Option    18.5124
Nippon India Banking  & PSU Debt Fund- Growth Plan- Bonus Option    12.3452
Nippon India Banking  & PSU Debt Fund- Growth Plan- Growth Option    17.9709
NIPPON INDIA BANKING & PSU DEBT FUND - Direct Plan - IDCW Option    18.5124
NIPPON INDIA BANKING & PSU DEBT FUND - Direct Plan - MONTHLY IDCW Option    10.6650
NIPPON INDIA BANKING & PSU DEBT FUND - Direct Plan - QUARTERLY IDCW Option    10.7056
NIPPON INDIA BANKING & PSU DEBT FUND - Direct Plan - WEEKLY IDCW Option    10.2753
NIPPON INDIA BANKING & PSU DEBT FUND - IDCW Option    17.9709
NIPPON INDIA BANKING & PSU DEBT FUND - MONTHLY IDCW Option    10.5998
NIPPON INDIA BANKING & PSU DEBT FUND - QUARTERLY IDCW Option    10.6518
NIPPON INDIA BANKING & PSU DEBT FUND - WEEKLY IDCW Option    10.2759
PGIM India Banking and PSU Debt fund - Bonus    13.3974
PGIM India Banking and PSU Debt Fund - Direct Plan - Regular Dividend    10.345
PGIM India Banking and PSU Debt fund - Monthly Dividend    10.7742
PGIM India Banking and PSU Debt fund - Quarterly Bonus    11.6111
PGIM India Banking and PSU Debt fund - Quarterly Dividend    10.5794
PGIM India Banking and PSU Debt Fund - Regular Dividend    10.3277
PGIM India Banking and PSU Debt fund - Weekly Dividend    10.2735
PGIM India Banking and PSU Debt fund -Growth    21.1318
PGIM India Banking and PSU Debt fund- Direct Plan-  Quarterly Bonus    13.6246
PGIM India Banking and PSU Debt fund- Direct Plan-  Regular Bonus    15.2364
PGIM India Banking and PSU Debt fund- Direct Plan- Annual Dividend    11.0995
PGIM India Banking and PSU Debt fund- Direct Plan- Monthly Dividend    10.9284
PGIM India Banking and PSU Debt fund- Direct Plan- Quarterly Dividend    10.6449
PGIM India Banking and PSU Debt fund- Direct Plan- Weekly Dividend    10.2259
PGIM India Banking and PSU Debt fund- Direct Plan-Growth    22.1488
SBI Banking & PSU Fund - Direct Plan - Daily Income Distribution cum Capital Withdrawal Option (IDCW)    1254.7463
SBI BANKING & PSU FUND - Direct Plan - Growth    2848.6352
SBI Banking & PSU Fund - Direct Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW)    1217.4192
SBI Banking & PSU Fund - Direct Plan - Weekly Income Distribution cum Capital Withdrawal Option (IDCW)    1251.9581
SBI BANKING & PSU FUND - Regular Paln - Growth    2703.4941
SBI Banking & PSU Fund - Regular Plan - Daily Income Distribution cum Capital Withdrawal Option (IDCW)    1233.4097
SBI Banking & PSU Fund - Regular Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW)    1157.2086
SBI Banking & PSU Fund - Regular Plan - Weekly Income Distribution cum Capital Withdrawal Option (IDCW)    1233.1491
Sundaram Banking & PSU Debt Fund - Direct Growth    11.7065
Sundaram Banking & PSU Debt Fund - Direct Monthly Dividend    11.4008
Sundaram Banking & PSU Debt Fund - Direct Quarterly Dividend    10.6356
Sundaram Banking & PSU Debt Fund - Regular Annual Bonus    11.6319
Sundaram Banking & PSU Debt Fund - Regular Growth    11.6493
Sundaram Banking & PSU Debt Fund - Regular Monthly Dividend    11.1411
Sundaram Banking & PSU Debt Fund - Regular Quarterly Bonus    11.1681
Sundaram Banking & PSU Debt Fund - Regular Weekly Dividend    10.1418
Sundaram Banking & PSU Debt Fund Regular Quarterly Dividend    11.0236
Sundaram Banking and PSU Debt Fund Direct Plan - Bonus    18.8259
Sundaram Banking and PSU Debt Fund Direct Plan - Daily Reinvestment of Income Distribution cum Capital Withdrawal (IDCW)    10.2252
Sundaram Banking and PSU Debt Fund Direct Plan - Growth    37.6317
Sundaram Banking and PSU Debt Fund Direct Plan - Monthly Income Distribution cum Capital Withdrawal (IDCW)    11.5325
Sundaram Banking and PSU Debt Fund Regular Plan - Bonus    18.7604
Sundaram Banking and PSU Debt Fund Regular Plan - Daily Reinvestment of Income Distribution cum Capital Withdrawal (IDCW)    10.3501
Sundaram Banking and PSU Debt Fund Regular Plan - Growth    37.2029
Sundaram Banking and PSU Debt Fund Regular Plan - Monthly Income Distribution cum Capital Withdrawal (IDCW)    11.5844
Sundaram Banking and PSU Debt Fund Regular Plan - Weekly Reinvestment of Income Distribution cum Capital Withdrawal (IDCW)    12.1010
Sundaram Banking and PSU Debt Fund Retail Plan - Growth    33.5277
Sundaram Banking and PSU Debt Fund Retail Plan - Monthly Income Distribution cum Capital Withdrawal (IDCW)    11.4892
SundaramBanking&PSUDebtFund-RegularDailyDividendReinvestment    11.6582
Tata Banking & PSU Debt Fund  Direct Plan - Payout of Income Distribution cum capital withdrawal option     12.7058
Tata Banking & PSU Debt Fund  Direct Plan - Reinvestment of Income Distribution cum capital withdrawal option     12.7058
Tata Banking & PSU Debt Fund Regular Plan - Payout of Income Distribution cum capital withdrawal option     12.4631
Tata Banking & PSU Debt Fund Regular Plan - Reinvestment of Income Distribution cum capital withdrawal option     12.4631
Tata Banking & PSU Debt Fund-Direct Plan-Growth    12.7058
Tata Banking & PSU Debt Fund-Regular Plan-Growth    12.4631
TRUSTMF BANKING & PSU DEBT FUND - DIRECT GROWTH    1120.0157
TRUSTMF BANKING & PSU DEBT FUND - REGULAR GROWTH    1105.9507
TRUSTMF BANKING & PSU DEBT FUND DIRECT PLAN ANNUAL INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL OPTION    1048.7946
TRUSTMF BANKING & PSU DEBT FUND DIRECT PLAN DAILY INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL    1123.3378
TRUSTMF BANKING & PSU DEBT FUND DIRECT PLAN MONTHLY INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL OPTION    1041.4484
TRUSTMF BANKING & PSU DEBT FUND DIRECT PLAN QUARTERLY INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL    1053.7929
TRUSTMF BANKING & PSU DEBT FUND DIRECT PLAN WEEKLY INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL    1032.7715
TRUSTMF BANKING & PSU DEBT FUND REGULAR PLAN ANNUAL INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL    1035.0576
TRUSTMF BANKING & PSU DEBT FUND REGULAR PLAN DAILY INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL    1108.4928
TRUSTMF BANKING & PSU DEBT FUND REGULAR PLAN MONTHLY INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL    1033.1308
TRUSTMF BANKING & PSU DEBT FUND REGULAR PLAN QUARTERLY INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL    1041.1236
TRUSTMF BANKING & PSU DEBT FUND REGULAR PLAN WEEKLY INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL    1027.1548
UTI Banking & PSU Debt Fund - Direct Plan - Annual IDCW    12.2739
UTI Banking & PSU Debt Fund - Direct Plan - Flexi IDCW    16.5861
UTI Banking & PSU Debt Fund - Direct Plan - Growth Option    19.2475
UTI Banking & PSU Debt Fund - Direct Plan - Half-Yearly IDCW    12.7722
UTI Banking & PSU Debt Fund - Direct Plan - Monthly IDCW    12.6438
UTI Banking & PSU Debt Fund - Direct Plan - Quarterly IDCW    14.3256
UTI Banking & PSU Debt Fund - Regular Plan - Annual IDCW    12.1224
UTI Banking & PSU Debt Fund - Regular Plan - Flexi IDCW    12.7525
UTI Banking & PSU Debt Fund - Regular Plan - Half-Yearly IDCW    12.6992
UTI Banking & PSU Debt Fund - Regular Plan - Monthly IDCW    12.5105
UTI Banking & PSU Debt Fund - Regular Plan - Quarterly IDCW    13.0501
UTI Banking & PSU Debt Fund- Regular Plan - Growth Option    19.0165
Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan    98.3491
Aditya Birla Sun Life Corporate Bond Fund - Growth - Regular Plan    97.0379
Aditya Birla Sun Life Corporate Bond Fund -DIRECT - IDCW    11.2022
Aditya Birla Sun Life Corporate Bond Fund -DIRECT - MONTHLY IDCW    12.4978
Aditya Birla Sun Life Corporate Bond Fund -REGULAR - IDCW    12.625
Aditya Birla Sun Life Corporate Bond Fund -REGULAR - MONTHLY IDCW    12.3521
Aditya Birla Sun Life Income Fund-Plan A(Dividend)    11.7535
Aditya Birla Sun Life Income Fund-Plan D(54EA Dividend)    10.6457
Aditya Birla Sun Life Income Fund-Plan E(54EA Growth)    35.2986
Aditya Birla Sun Life Income Fund-PLan F(54EB Dividend)    15.5708
Aditya Birla Sun Life Income Fund-Plan G(54EB Growth)    35.0763
Axis Corporate Debt Fund - Direct Plan - Daily IDCW    10.2309
Axis Corporate Debt Fund - Direct Plan - Monthly IDCW    10.2068
Axis Corporate Debt Fund - Direct Plan - Regular IDCW    13.0756
Axis Corporate Debt Fund - Direct Plan - Weekly IDCW    10.3664
Axis Corporate Debt Fund - Direct Plan Growth    15.4085
Axis Corporate Debt Fund - Regular Plan - Daily IDCW    10.2306
Axis Corporate Debt Fund - Regular Plan - Monthly IDCW    10.2009
Axis Corporate Debt Fund - Regular Plan - Regular IDCW    12.4263
Axis Corporate Debt Fund - Regular Plan - Weekly IDCW    10.2477
Axis Corporate Debt Fund - Regular Plan Growth    14.7240
BANDHAN Corporate Bond Fund - Direct Annual IDCW    10.4341
BANDHAN Corporate Bond Fund - Direct Growth    17.0611
BANDHAN Corporate Bond Fund - Direct Half Yearly IDCW    11.6647
BANDHAN Corporate Bond Fund - Direct Monthly IDCW    10.3591
BANDHAN Corporate Bond Fund - Direct Periodic IDCW    11.3191
BANDHAN Corporate Bond Fund - Direct Quarterly IDCW    10.4503
BANDHAN Corporate Bond Fund - Regular Annual IDCW    10.4190
BANDHAN Corporate Bond Fund - Regular Growth    16.6676
BANDHAN Corporate Bond Fund - Regular Half Yearly IDCW    11.0494
BANDHAN Corporate Bond Fund - Regular Monthly IDCW    10.6120
BANDHAN Corporate Bond Fund - Regular Periodic IDCW    11.2361
BANDHAN Corporate Bond Fund - Regular Quarterly IDCW    10.4925
BARODA BNP PARIBAS Corporate Bond Fund - Defunct Plan - Annual-IDCW Option    10.5617
BARODA BNP PARIBAS Corporate Bond Fund - Defunct Plan - Growth Option    27.2983
BARODA BNP PARIBAS Corporate Bond Fund - Defunct Plan - Monthly-IDCW Option    10.1469
BARODA BNP PARIBAS Corporate Bond Fund - Defunct Plan - Quarterly-IDCW Option    10.2094
BARODA BNP PARIBAS Corporate Bond Fund - Direct Plan - Annual IDCW Option    10.7366
BARODA BNP PARIBAS Corporate Bond Fund - Direct Plan - Growth Option    24.9079
BARODA BNP PARIBAS Corporate Bond Fund - Direct Plan - Monthly IDCW Option    10.2348
BARODA BNP PARIBAS Corporate Bond Fund - Direct Plan - Quarterly IDCW Option    10.3793
BARODA BNP PARIBAS CORPORATE BOND FUND - Regular Plan - ANNUAL IDCW OPTION    10.4984
BARODA BNP PARIBAS CORPORATE BOND FUND - Regular Plan - GROWTH OPTION    23.5880
BARODA BNP PARIBAS CORPORATE BOND FUND - Regular Plan - MONTHLY IDCW OPTION    10.1796
BARODA BNP PARIBAS CORPORATE BOND FUND - Regular Plan - QUARTERLY IDCW OPTION    10.2205
CANARA ROBECO CORPORATE BOND FUND - DIRECT PLAN - GROWTH OPTION    20.1513
CANARA ROBECO CORPORATE BOND FUND - DIRECT PLAN - IDCW (Payout/Reinvestment)    12.1981
CANARA ROBECO CORPORATE BOND FUND - REGULAR PLAN - GROWTH OPTION    19.0384
CANARA ROBECO CORPORATE BOND FUND - REGULAR PLAN - IDCW (Payout/Reinvestment)    11.5270
DSP Corporate Bond Fund - Direct - Growth    14.0384
DSP Corporate Bond Fund - Direct - IDCW    11.4626
DSP Corporate Bond Fund - Direct - IDCW - Monthly    10.4383
DSP Corporate Bond Fund - Direct - IDCW - Quarterly     11.1976
DSP Corporate Bond Fund - Regular - Growth    13.8654
DSP Corporate Bond Fund - Regular - IDCW    11.4324
DSP Corporate Bond Fund - Regular - IDCW - Monthly    10.4189
DSP Corporate Bond Fund - Regular - IDCW - Quarterly     10.5624
Franklin India Corporate Debt Fund - Direct - Bonus    0.0000
Franklin India Corporate Debt Fund - Direct - GROWTH    91.6660
Franklin India Corporate Debt Fund - Growth    85.5298
Franklin India Corporate Debt Fund - Monthly Bonus    0.0000
Franklin India Corporate Debt Fund - Plan A - Annual - IDCW    16.5468
Franklin India Corporate Debt Fund - Plan A - Direct - Annual - IDCW    18.5257
Franklin India Corporate Debt Fund - Plan A - Direct - Half yearly - IDCW    14.8528
Franklin India Corporate Debt Fund - Plan A - Direct - Monthly - IDCW    16.5614
Franklin India Corporate Debt Fund - Plan A - Direct - Quarterly - IDCW    13.5755
Franklin India Corporate Debt Fund - Plan B - Half yearly - IDCW    12.9516
Franklin India Corporate Debt Fund - Plan B - Monthly - IDCW    14.8463
Franklin India Corporate Debt Fund - Plan B - Quarterly - IDCW    12.0876
HDFC Corporate Bond Fund - Growth Option    27.9808
HDFC Corporate Bond Fund - Growth Option - Direct Plan    28.461
HDFC Corporate Bond Fund - IDCW Option    18.1267
HDFC Corporate Bond Fund - IDCW Option - Direct Plan    18.6264
HDFC Corporate Bond Fund - Quarterly IDCW Option    10.356
HDFC Corporate Bond Fund - Quarterly IDCW Option - Direct Plan    10.1945
HSBC Corporate Bond Fund - Direct Annual IDCW    12.0135
HSBC Corporate Bond Fund - Direct Growth    66.7527
HSBC Corporate Bond Fund - Direct Quarterly IDCW    11.3967
HSBC Corporate Bond Fund - Direct Semi Annual IDCW    20.2270
HSBC Corporate Bond Fund - Regular Annual IDCW    11.8271
HSBC Corporate Bond Fund - Regular Growth    63.0685
HSBC Corporate Bond Fund - Regular Quarterly IDCW    11.0442
HSBC Corporate Bond Fund - Regular Semi Annual IDCW    17.0615
HSBC Corporate Bond Fund -Regular Plan - Bonus    23.9568
ICICI Prudential Corporate Bond Fund - Bonus    14.9782
ICICI Prudential Corporate Bond Fund - Daily IDCW    10.1065
ICICI Prudential Corporate Bond Fund - Direct Plan - Daily IDCW    10.1008
ICICI Prudential Corporate Bond Fund - Direct Plan - Fortnightly IDCW    12.1669
ICICI Prudential Corporate Bond Fund - Direct Plan - Growth    26.8397
ICICI Prudential Corporate Bond Fund - Direct Plan - Half Yearly IDCW Option    12.8827
ICICI Prudential Corporate Bond Fund - Direct Plan - Monthly IDCW    10.2387
ICICI Prudential Corporate Bond Fund - Direct Plan - Quarterly IDCW    15.1064
ICICI Prudential Corporate Bond Fund - Direct Plan - Weekly IDCW    10.2332
ICICI Prudential Corporate Bond Fund - Fortnightly IDCW    10.2243
ICICI Prudential Corporate Bond Fund - Growth    25.7316
ICICI Prudential Corporate Bond Fund - Half Yearly IDCW Option    12.6555
ICICI Prudential Corporate Bond Fund - Monthly IDCW    10.3931
ICICI Prudential Corporate Bond Fund - Premium Daily Dividend    10.0277
ICICI Prudential Corporate Bond Fund - Premium Monthly Dividend    10.0770
ICICI Prudential Corporate Bond Fund - Weekly IDCW    10.3040
ICICI Prudential Corporate Bond Fund -Quarterly IDCW    10.9281
ICICI Prudential Corporate Bond Fund Retail Daily Dividend    10.0275
ICICI Prudential Corporate Bond Fund Retail Fort Nightly Dividend    10.3041
ICICI Prudential Corporate Bond Fund Retail Growth    22.7853
ICICI Prudential Corporate Bond Fund Retail Monthly Dividend    10.3008
ICICI Prudential Corporate Bond Fund Retail Quarterly Dividend    10.9335
ICICI Prudential Corporate Bond Fund Retail Weekly Dividend    10.2202
Invesco India Corporate Bond Fund - Annual IDCW (Payout / Reinvestment)    1693.9508
Invesco India Corporate Bond Fund - Direct Plan - Annual IDCW (Payout / Reinvestment)    1254.2165
Invesco India Corporate Bond Fund - Direct Plan - Discretionary IDCW (Payout / Reinvestment)    2919.2616
Invesco India Corporate Bond Fund - Direct Plan - Growth    2918.3376
Invesco India Corporate Bond Fund - Direct Plan - Monthly IDCW (Payout / Reinvestment)    1257.1958
Invesco India Corporate Bond Fund - Direct Plan - Quarterly IDCW (Payout / Reinvestment)    1182.9186
Invesco India Corporate Bond Fund - Discretionary IDCW (Payout / Reinvestment)    2879.3566
Invesco India Corporate Bond Fund - Growth    2742.8149
Invesco India Corporate Bond Fund - Monthly IDCW (Payout / Reinvestment)    1572.0907
Invesco India Corporate Bond Fund - Quarterly IDCW (Payout / Reinvestment)    1149.3772
Kotak Coporate Bond Fund- Retail Plan-Growth Option    2034.9063
Kotak Corporate Bond Fund- Direct Plan- Growth Option    3370.6693
Kotak Corporate Bond Fund- Direct Plan- Monthly Payout of Income Distribution cum capital withdrawal option    1077.46
Kotak Corporate Bond Fund- Institutional Plan-Growth Option    2090.4924
Kotak Corporate Bond Fund- Regular Plan-Growth Option    3248.5075
Kotak Corporate Bond Fund- Regular Plan-Monthly Dividend Option    1058.2383
Kotak Corporate Bond Fund- Regular Plan-Quarterly Dividend Option    1066.6837
Kotak Corporate Bond Fund- Retail Plan- Monthly Dividend Option    1040.0538
Kotak Corporate Bond Fund- Retail Plan- Weekly Dividend Option    1052.3061
Kotak Corporate Bond Fund- Retail Plan-Daily Dividend Option    1052.6393
Kotak Corporate Bond Fund- Standard Plan-Daily Dividend Option    1052.7994
Kotak Corporate Bond Fund- Standard Plan-Weekly Dividend Option    1202.9939
Mirae Asset Corporate Bond Fund Direct Growth Plan    11.1958
